Scenario,Technique,Tactics,SourceFiles
Parallel,T1074,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_2.json
Parallel,T1074.001,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_2.json
Parallel,T1074.002,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_1.json
Parallel,T1078,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_1.json
Parallel,T1082,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_2.json
Parallel,T1083,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_2.json
Parallel,T1083.001,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_2.json
Parallel,T1083.002,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_2.json
Parallel,T1105,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_1.json;../sanidata/sc3/payload_ttp_2.json;../sanidata/sc3/payload_ttp_3.json
Parallel,T1106,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_4.json
Parallel,T1119,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_1.json
Parallel,T1195,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_0.json
Parallel,T1195.002,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_0.json
Parallel,T1204.002,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_3.json
Parallel,T1498,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_2.json
Parallel,T1567,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_2.json
Parallel,T1567.002,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_1.json;../sanidata/sc3/payload_ttp_2.json
Parallel,T1588,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_0.json
Parallel,T1608,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_0.json
Parallel,T1614,collection;command-and-control;defense-evasion;discovery;execution;exfiltration;initial-access;resource-development,../sanidata/sc3/payload_ttp_2.json
NPMEX,T1016,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_server.json
NPMEX,T1021,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json
NPMEX,T1033,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_server.json
NPMEX,T1041,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_server.json
NPMEX,T1059.007,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_2.json
NPMEX,T1070.004,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_2.json
NPMEX,T1071,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json
NPMEX,T1071.001,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json;../sanidata/sc4/payload_ttps_2.json;../sanidata/sc4/payload_ttps_server.json
NPMEX,T1074,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json
NPMEX,T1074.002,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json
NPMEX,T1082,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_server.json
NPMEX,T1083,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_server.json
NPMEX,T1105,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_2.json
NPMEX,T1195.002,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_0.json
NPMEX,T1530,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_2.json
NPMEX,T1550,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json
NPMEX,T1550.003,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json
NPMEX,T1552.001,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json;../sanidata/sc4/payload_ttps_2.json;../sanidata/sc4/payload_ttps_server.json
NPMEX,T1553,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json
NPMEX,T1553.004,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json
NPMEX,T1555,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json
NPMEX,T1555.003,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json;../sanidata/sc4/payload_ttps_server.json
NPMEX,T1562.001,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_2.json
NPMEX,T1567.002,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_server.json
NPMEX,T1573,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_1.json
NPMEX,T1573.002,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_server.json
NPMEX,T1588,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_0.json
NPMEX,T1592.001,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_server.json
NPMEX,T1608,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;initial-access;lateral-movement;reconnaissance;resource-development,../sanidata/sc4/payload_ttps_0.json
3CX,T1012,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1027,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1036,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1036.001,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1055,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1070,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1070.001,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1070.004,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1071,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1071.001,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1071.004,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1082,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1083,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1105,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1112,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1140,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1190,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1195,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1195.002,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1497,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1497.001,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1565,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1565.001,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1573,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1573.002,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1574,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1574.002,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1588,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1588.004,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1608,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1608.003,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1614,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1614.001,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1620,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
3CX,T1622,command-and-control;defense-evasion;discovery;impact;initial-access;persistence;privilege-escalation;resource-development,../sanidata/sc5/payload_ttps_1.json
CloudEX,T1003,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1003.006,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1005,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1007,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1010,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1012,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1020,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/attack_navigator_tasks.json
CloudEX,T1021,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1025,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1027,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/payload_ttps_2.json;../sanidata/sc6/payload_ttps_3.json
CloudEX,T1027.003,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/payload_ttps_4.json
CloudEX,T1029,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1030,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/attack_navigator_tasks.json
CloudEX,T1033,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1036.009,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1037,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1039,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1041,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/attack_navigator_tasks.json
CloudEX,T1046,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1053,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1055,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/attack_navigator_tasks.json
CloudEX,T1056,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1056.001,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1056.002,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1057,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/payload_ttps_2.json
CloudEX,T1059,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/attack_navigator_tasks.json
CloudEX,T1059.002,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1059.004,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1059.006,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/payload_ttps_1.json;../sanidata/sc6/payload_ttps_2.json;../sanidata/sc6/payload_ttps_3.json
CloudEX,T1069,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1069.001,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1069.002,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1070.002,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/payload_ttps_3.json
CloudEX,T1070.004,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/payload_ttps_1.json;../sanidata/sc6/payload_ttps_2.json;../sanidata/sc6/payload_ttps_3.json
CloudEX,T1071.001,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/payload_ttps_1.json;../sanidata/sc6/payload_ttps_2.json;../sanidata/sc6/payload_ttps_3.json
CloudEX,T1078,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1082,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1083,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/attack_navigator_tasks.json
CloudEX,T1087,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1087.001,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1087.002,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1090,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1098,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1105,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/attack_navigator_tasks.json;../sanidata/sc6/payload_ttps_1.json;../sanidata/sc6/payload_ttps_2.json;../sanidata/sc6/payload_ttps_3.json;../sanidata/sc6/payload_ttps_4.json
CloudEX,T1106,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/attack_navigator_tasks.json
CloudEX,T1110,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1110.001,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1110.003,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1112,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1113,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1115,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1127,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1129,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/attack_navigator_tasks.json;../sanidata/sc6/payload_ttps_2.json
CloudEX,T1132,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json;../sanidata/sc6/attack_navigator_tasks.json
CloudEX,T1134,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1135,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1136,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1136.001,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/attack_navigator_cmds.json
CloudEX,T1195,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/payload_ttps_0.json
CloudEX,T1195.002,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/payload_ttps_1.json
CloudEX,T1203,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/payload_ttps_3.json
CloudEX,T1204,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/payload_ttps_4.json
CloudEX,T1204.001,collection;command-and-control;credential-access;defense-evasion;discovery;execution;exfiltration;impact;initial-access;lateral-movement;persistence;privilege-escalation;reconnaissance;resource-development,../sanidata/sc6/payload_ttps_2.json
