scenario,scenario_key,name,budget,source_set,rate,seed,n_expected_steps,step_recall,chain_recall,reconstructability,n_events_pre_sampling,n_events
SC3,sc3,Parallel,single,auth,0.75,2,4,0.25,0.25,0.25,2810,2109
SC3,sc3,Parallel,single,suricata,0.75,2,4,0.25,0.25,0.25,65385,48938
SC3,sc3,Parallel,single,syslog,0.75,2,4,0.25,0.25,0.25,14677,11073
SC3,sc3,Parallel,single,zeek,0.75,2,4,0.25,0.25,0.25,5596,4171
SC3,sc3,Parallel,single,auditd,0.75,3,4,0.0,0.0,0.0,206,159
SC3,sc3,Parallel,single,auth,0.75,3,4,0.25,0.25,0.25,2810,2134
SC3,sc3,Parallel,single,suricata,0.75,3,4,0.25,0.25,0.25,65385,48980
SC3,sc3,Parallel,single,syslog,0.75,3,4,0.25,0.25,0.25,14677,11042
SC3,sc3,Parallel,single,zeek,0.75,3,4,0.25,0.25,0.25,5596,4135
SC3,sc3,Parallel,single,auditd,0.75,4,4,0.0,0.0,0.0,206,143
SC3,sc3,Parallel,single,auth,0.75,4,4,0.25,0.25,0.25,2810,2103
SC3,sc3,Parallel,single,suricata,0.75,4,4,0.25,0.25,0.25,65385,48932
SC3,sc3,Parallel,single,syslog,0.75,4,4,0.25,0.25,0.25,14677,10919
SC3,sc3,Parallel,single,zeek,0.75,4,4,0.25,0.25,0.25,5596,4184
SC3,sc3,Parallel,single,auditd,0.5,0,4,0.0,0.0,0.0,206,99
SC3,sc3,Parallel,single,auth,0.5,0,4,0.0,0.0,0.0,2810,1408
SC3,sc3,Parallel,single,suricata,0.5,0,4,0.25,0.25,0.25,65385,32466
SC3,sc3,Parallel,single,syslog,0.5,0,4,0.25,0.25,0.25,14677,7341
SC3,sc3,Parallel,single,zeek,0.5,0,4,0.25,0.25,0.25,5596,2782
SC3,sc3,Parallel,single,auditd,0.5,1,4,0.0,0.0,0.0,206,100
SC3,sc3,Parallel,single,auth,0.5,1,4,0.25,0.25,0.25,2810,1405
SC3,sc3,Parallel,single,suricata,0.5,1,4,0.25,0.25,0.25,65385,32704
SC3,sc3,Parallel,single,syslog,0.5,1,4,0.25,0.25,0.25,14677,7307
SC3,sc3,Parallel,single,zeek,0.5,1,4,0.25,0.25,0.25,5596,2847
SC3,sc3,Parallel,single,auditd,0.5,2,4,0.0,0.0,0.0,206,108
SC3,sc3,Parallel,single,auth,0.5,2,4,0.25,0.25,0.25,2810,1416
SC3,sc3,Parallel,single,suricata,0.5,2,4,0.25,0.25,0.25,65385,32495
SC3,sc3,Parallel,single,syslog,0.5,2,4,0.25,0.25,0.25,14677,7364
SC3,sc3,Parallel,single,zeek,0.5,2,4,0.25,0.25,0.25,5596,2843
SC3,sc3,Parallel,single,auditd,0.5,3,4,0.0,0.0,0.0,206,106
SC3,sc3,Parallel,single,auth,0.5,3,4,0.0,0.0,0.0,2810,1421
SC3,sc3,Parallel,single,suricata,0.5,3,4,0.25,0.25,0.25,65385,32733
SC3,sc3,Parallel,single,syslog,0.5,3,4,0.25,0.25,0.25,14677,7380
SC3,sc3,Parallel,single,zeek,0.5,3,4,0.25,0.25,0.25,5596,2724
SC3,sc3,Parallel,single,auditd,0.5,4,4,0.0,0.0,0.0,206,88
SC3,sc3,Parallel,single,auth,0.5,4,4,0.25,0.25,0.25,2810,1399
SC3,sc3,Parallel,single,suricata,0.5,4,4,0.25,0.25,0.25,65385,32691
SC3,sc3,Parallel,single,syslog,0.5,4,4,0.25,0.25,0.25,14677,7310
SC3,sc3,Parallel,single,zeek,0.5,4,4,0.25,0.25,0.25,5596,2805
SC3,sc3,Parallel,single,auditd,0.25,0,4,0.0,0.0,0.0,206,53
SC3,sc3,Parallel,single,auth,0.25,0,4,0.0,0.0,0.0,2810,686
SC3,sc3,Parallel,single,suricata,0.25,0,4,0.25,0.25,0.25,65385,16209
SC3,sc3,Parallel,single,syslog,0.25,0,4,0.25,0.25,0.25,14677,3665
SC3,sc3,Parallel,single,zeek,0.25,0,4,0.25,0.25,0.25,5596,1356
SC3,sc3,Parallel,single,auditd,0.25,1,4,0.0,0.0,0.0,206,48
SC3,sc3,Parallel,single,auth,0.25,1,4,0.25,0.25,0.25,2810,680
SC3,sc3,Parallel,single,suricata,0.25,1,4,0.25,0.25,0.25,65385,16355
SC3,sc3,Parallel,single,syslog,0.25,1,4,0.0,0.0,0.0,14677,3639
SC3,sc3,Parallel,single,zeek,0.25,1,4,0.25,0.25,0.25,5596,1427
SC3,sc3,Parallel,single,auditd,0.25,2,4,0.0,0.0,0.0,206,61
SC3,sc3,Parallel,single,auth,0.25,2,4,0.25,0.25,0.25,2810,714
SC3,sc3,Parallel,single,suricata,0.25,2,4,0.25,0.25,0.25,65385,16272
SC3,sc3,Parallel,single,syslog,0.25,2,4,0.25,0.25,0.25,14677,3706
SC3,sc3,Parallel,single,zeek,0.25,2,4,0.25,0.25,0.25,5596,1416
SC3,sc3,Parallel,single,auditd,0.25,3,4,0.0,0.0,0.0,206,57
SC3,sc3,Parallel,single,auth,0.25,3,4,0.0,0.0,0.0,2810,695
SC3,sc3,Parallel,single,suricata,0.25,3,4,0.25,0.25,0.25,65385,16408
SC3,sc3,Parallel,single,syslog,0.25,3,4,0.25,0.25,0.25,14677,3745
SC3,sc3,Parallel,single,zeek,0.25,3,4,0.25,0.25,0.25,5596,1367
SC3,sc3,Parallel,single,auditd,0.25,4,4,0.0,0.0,0.0,206,52
SC3,sc3,Parallel,single,auth,0.25,4,4,0.25,0.25,0.25,2810,693
SC3,sc3,Parallel,single,suricata,0.25,4,4,0.25,0.25,0.25,65385,16316
SC3,sc3,Parallel,single,syslog,0.25,4,4,0.25,0.25,0.25,14677,3603
SC3,sc3,Parallel,single,zeek,0.25,4,4,0.25,0.25,0.25,5596,1376
SC3,sc3,Parallel,single,auditd,0.1,0,4,0.0,0.0,0.0,206,20
SC3,sc3,Parallel,single,auth,0.1,0,4,0.0,0.0,0.0,2810,273
SC3,sc3,Parallel,single,suricata,0.1,0,4,0.25,0.25,0.25,65385,6472
SC3,sc3,Parallel,single,syslog,0.1,0,4,0.25,0.25,0.25,14677,1485
SC3,sc3,Parallel,single,zeek,0.1,0,4,0.25,0.25,0.25,5596,544
SC3,sc3,Parallel,single,auditd,0.1,1,4,0.0,0.0,0.0,206,19
SC3,sc3,Parallel,single,auth,0.1,1,4,0.0,0.0,0.0,2810,260
SC3,sc3,Parallel,single,suricata,0.1,1,4,0.25,0.25,0.25,65385,6436
SC3,sc3,Parallel,single,syslog,0.1,1,4,0.0,0.0,0.0,14677,1578
SC3,sc3,Parallel,single,zeek,0.1,1,4,0.25,0.25,0.25,5596,583
SC3,sc3,Parallel,single,auditd,0.1,2,4,0.0,0.0,0.0,206,24
SC3,sc3,Parallel,single,auth,0.1,2,4,0.25,0.25,0.25,2810,301
SC3,sc3,Parallel,single,suricata,0.1,2,4,0.25,0.25,0.25,65385,6489
SC3,sc3,Parallel,single,syslog,0.1,2,4,0.0,0.0,0.0,14677,1514
SC3,sc3,Parallel,single,zeek,0.1,2,4,0.25,0.25,0.25,5596,542
SC3,sc3,Parallel,single,auditd,0.1,3,4,0.0,0.0,0.0,206,22
SC3,sc3,Parallel,single,auth,0.1,3,4,0.0,0.0,0.0,2810,252
SC3,sc3,Parallel,single,suricata,0.1,3,4,0.25,0.25,0.25,65385,6518
SC3,sc3,Parallel,single,syslog,0.1,3,4,0.0,0.0,0.0,14677,1506
SC3,sc3,Parallel,single,zeek,0.1,3,4,0.25,0.25,0.25,5596,536
SC3,sc3,Parallel,single,auditd,0.1,4,4,0.0,0.0,0.0,206,20
SC3,sc3,Parallel,single,auth,0.1,4,4,0.25,0.25,0.25,2810,282
SC3,sc3,Parallel,single,suricata,0.1,4,4,0.25,0.25,0.25,65385,6512
SC3,sc3,Parallel,single,syslog,0.1,4,4,0.0,0.0,0.0,14677,1459
SC3,sc3,Parallel,single,zeek,0.1,4,4,0.25,0.25,0.25,5596,571
SC3,sc3,Parallel,combo2,auditd+zeek,1.0,0,4,0.25,0.25,0.25,5802,5802
SC3,sc3,Parallel,combo2,syslog+auth,1.0,0,4,0.25,0.25,0.25,17487,17487
SC3,sc3,Parallel,combo2,auditd+syslog,1.0,0,4,0.25,0.25,0.25,14883,14883
SC3,sc3,Parallel,combo2,zeek+syslog,1.0,0,4,0.5,0.5,0.5,20273,20273
SC3,sc3,Parallel,combo2,zeek+auth,1.0,0,4,0.5,0.5,0.5,8406,8406
SC3,sc3,Parallel,combo2,auditd+zeek,1.0,1,4,0.25,0.25,0.25,5802,5802
SC3,sc3,Parallel,combo2,syslog+auth,1.0,1,4,0.25,0.25,0.25,17487,17487
SC3,sc3,Parallel,combo2,auditd+syslog,1.0,1,4,0.25,0.25,0.25,14883,14883
SC3,sc3,Parallel,combo2,zeek+syslog,1.0,1,4,0.5,0.5,0.5,20273,20273
SC3,sc3,Parallel,combo2,zeek+auth,1.0,1,4,0.5,0.5,0.5,8406,8406
SC3,sc3,Parallel,combo2,auditd+zeek,1.0,2,4,0.25,0.25,0.25,5802,5802
SC3,sc3,Parallel,combo2,syslog+auth,1.0,2,4,0.25,0.25,0.25,17487,17487
SC3,sc3,Parallel,combo2,auditd+syslog,1.0,2,4,0.25,0.25,0.25,14883,14883
SC3,sc3,Parallel,combo2,zeek+syslog,1.0,2,4,0.5,0.5,0.5,20273,20273
SC3,sc3,Parallel,combo2,zeek+auth,1.0,2,4,0.5,0.5,0.5,8406,8406
SC3,sc3,Parallel,combo2,auditd+zeek,1.0,3,4,0.25,0.25,0.25,5802,5802
SC3,sc3,Parallel,combo2,syslog+auth,1.0,3,4,0.25,0.25,0.25,17487,17487
SC3,sc3,Parallel,combo2,auditd+syslog,1.0,3,4,0.25,0.25,0.25,14883,14883
SC3,sc3,Parallel,combo2,zeek+syslog,1.0,3,4,0.5,0.5,0.5,20273,20273
SC3,sc3,Parallel,combo2,zeek+auth,1.0,3,4,0.5,0.5,0.5,8406,8406
SC3,sc3,Parallel,combo2,auditd+zeek,1.0,4,4,0.25,0.25,0.25,5802,5802
SC3,sc3,Parallel,combo2,syslog+auth,1.0,4,4,0.25,0.25,0.25,17487,17487
SC3,sc3,Parallel,combo2,auditd+syslog,1.0,4,4,0.25,0.25,0.25,14883,14883
SC3,sc3,Parallel,combo2,zeek+syslog,1.0,4,4,0.5,0.5,0.5,20273,20273
SC3,sc3,Parallel,combo2,zeek+auth,1.0,4,4,0.5,0.5,0.5,8406,8406
SC3,sc3,Parallel,combo2,auditd+zeek,0.75,0,4,0.25,0.25,0.25,5802,4365
SC3,sc3,Parallel,combo2,syslog+auth,0.75,0,4,0.25,0.25,0.25,17487,13171
SC3,sc3,Parallel,combo2,auditd+syslog,0.75,0,4,0.25,0.25,0.25,14883,11206
SC3,sc3,Parallel,combo2,zeek+syslog,0.75,0,4,0.5,0.5,0.5,20273,15257
SC3,sc3,Parallel,combo2,zeek+auth,0.75,0,4,0.5,0.5,0.5,8406,6330
SC3,sc3,Parallel,combo2,auditd+zeek,0.75,1,4,0.25,0.25,0.25,5802,4361
SC3,sc3,Parallel,combo2,syslog+auth,0.75,1,4,0.25,0.25,0.25,17487,13052
SC3,sc3,Parallel,combo2,auditd+syslog,0.75,1,4,0.25,0.25,0.25,14883,11107
SC3,sc3,Parallel,combo2,zeek+syslog,0.75,1,4,0.5,0.5,0.5,20273,15160
SC3,sc3,Parallel,combo2,zeek+auth,0.75,1,4,0.5,0.5,0.5,8406,6306
SC3,sc3,Parallel,combo2,auditd+zeek,0.75,2,4,0.25,0.25,0.25,5802,4333
SC3,sc3,Parallel,combo2,syslog+auth,0.75,2,4,0.25,0.25,0.25,17487,13182
SC3,sc3,Parallel,combo2,auditd+syslog,0.75,2,4,0.25,0.25,0.25,14883,11235
SC3,sc3,Parallel,combo2,zeek+syslog,0.75,2,4,0.5,0.5,0.5,20273,15244
SC3,sc3,Parallel,combo2,zeek+auth,0.75,2,4,0.5,0.5,0.5,8406,6280
SC3,sc3,Parallel,combo2,auditd+zeek,0.75,3,4,0.25,0.25,0.25,5802,4294
SC3,sc3,Parallel,combo2,syslog+auth,0.75,3,4,0.25,0.25,0.25,17487,13176
SC3,sc3,Parallel,combo2,auditd+syslog,0.75,3,4,0.25,0.25,0.25,14883,11201
SC3,sc3,Parallel,combo2,zeek+syslog,0.75,3,4,0.5,0.5,0.5,20273,15177
SC3,sc3,Parallel,combo2,zeek+auth,0.75,3,4,0.5,0.5,0.5,8406,6269
SC3,sc3,Parallel,combo2,auditd+zeek,0.75,4,4,0.25,0.25,0.25,5802,4327
SC3,sc3,Parallel,combo2,syslog+auth,0.75,4,4,0.25,0.25,0.25,17487,13022
SC3,sc3,Parallel,combo2,auditd+syslog,0.75,4,4,0.25,0.25,0.25,14883,11062
SC3,sc3,Parallel,combo2,zeek+syslog,0.75,4,4,0.5,0.5,0.5,20273,15103
SC3,sc3,Parallel,combo2,zeek+auth,0.75,4,4,0.5,0.5,0.5,8406,6287
SC3,sc3,Parallel,combo2,auditd+zeek,0.5,0,4,0.25,0.25,0.25,5802,2881
SC3,sc3,Parallel,combo2,syslog+auth,0.5,0,4,0.25,0.25,0.25,17487,8749
SC3,sc3,Parallel,combo2,auditd+syslog,0.5,0,4,0.25,0.25,0.25,14883,7440
SC3,sc3,Parallel,combo2,zeek+syslog,0.5,0,4,0.5,0.5,0.5,20273,10123
SC3,sc3,Parallel,combo2,zeek+auth,0.5,0,4,0.25,0.25,0.25,8406,4190
SC3,sc3,Parallel,combo2,auditd+zeek,0.5,1,4,0.25,0.25,0.25,5802,2947
SC3,sc3,Parallel,combo2,syslog+auth,0.5,1,4,0.25,0.25,0.25,17487,8712
SC3,sc3,Parallel,combo2,auditd+syslog,0.5,1,4,0.25,0.25,0.25,14883,7407
SC3,sc3,Parallel,combo2,zeek+syslog,0.5,1,4,0.5,0.5,0.5,20273,10154
SC3,sc3,Parallel,combo2,zeek+auth,0.5,1,4,0.5,0.5,0.5,8406,4252
SC3,sc3,Parallel,combo2,auditd+zeek,0.5,2,4,0.25,0.25,0.25,5802,2951
SC3,sc3,Parallel,combo2,syslog+auth,0.5,2,4,0.25,0.25,0.25,17487,8780
SC3,sc3,Parallel,combo2,auditd+syslog,0.5,2,4,0.25,0.25,0.25,14883,7472
SC3,sc3,Parallel,combo2,zeek+syslog,0.5,2,4,0.5,0.5,0.5,20273,10207
SC3,sc3,Parallel,combo2,zeek+auth,0.5,2,4,0.5,0.5,0.5,8406,4259
SC3,sc3,Parallel,combo2,auditd+zeek,0.5,3,4,0.25,0.25,0.25,5802,2830
SC3,sc3,Parallel,combo2,syslog+auth,0.5,3,4,0.25,0.25,0.25,17487,8801
SC3,sc3,Parallel,combo2,auditd+syslog,0.5,3,4,0.25,0.25,0.25,14883,7486
SC3,sc3,Parallel,combo2,zeek+syslog,0.5,3,4,0.5,0.5,0.5,20273,10104
SC3,sc3,Parallel,combo2,zeek+auth,0.5,3,4,0.25,0.25,0.25,8406,4145
SC3,sc3,Parallel,combo2,auditd+zeek,0.5,4,4,0.25,0.25,0.25,5802,2893
SC3,sc3,Parallel,combo2,syslog+auth,0.5,4,4,0.25,0.25,0.25,17487,8709
SC3,sc3,Parallel,combo2,auditd+syslog,0.5,4,4,0.25,0.25,0.25,14883,7398
SC3,sc3,Parallel,combo2,zeek+syslog,0.5,4,4,0.5,0.5,0.5,20273,10115
SC3,sc3,Parallel,combo2,zeek+auth,0.5,4,4,0.5,0.5,0.5,8406,4204
SC3,sc3,Parallel,combo2,auditd+zeek,0.25,0,4,0.25,0.25,0.25,5802,1409
SC3,sc3,Parallel,combo2,syslog+auth,0.25,0,4,0.25,0.25,0.25,17487,4351
SC3,sc3,Parallel,combo2,auditd+syslog,0.25,0,4,0.25,0.25,0.25,14883,3718
SC3,sc3,Parallel,combo2,zeek+syslog,0.25,0,4,0.5,0.5,0.5,20273,5021
SC3,sc3,Parallel,combo2,zeek+auth,0.25,0,4,0.25,0.25,0.25,8406,2042
SC3,sc3,Parallel,combo2,auditd+zeek,0.25,1,4,0.25,0.25,0.25,5802,1475
SC3,sc3,Parallel,combo2,syslog+auth,0.25,1,4,0.25,0.25,0.25,17487,4319
SC3,sc3,Parallel,combo2,auditd+syslog,0.25,1,4,0.0,0.0,0.0,14883,3687
SC3,sc3,Parallel,combo2,zeek+syslog,0.25,1,4,0.25,0.25,0.25,20273,5066
SC3,sc3,Parallel,combo2,zeek+auth,0.25,1,4,0.5,0.5,0.5,8406,2107
SC3,sc3,Parallel,combo2,auditd+zeek,0.25,2,4,0.25,0.25,0.25,5802,1477
SC3,sc3,Parallel,combo2,syslog+auth,0.25,2,4,0.25,0.25,0.25,17487,4420
SC3,sc3,Parallel,combo2,auditd+syslog,0.25,2,4,0.25,0.25,0.25,14883,3767
SC3,sc3,Parallel,combo2,zeek+syslog,0.25,2,4,0.5,0.5,0.5,20273,5122
SC3,sc3,Parallel,combo2,zeek+auth,0.25,2,4,0.5,0.5,0.5,8406,2130
SC3,sc3,Parallel,combo2,auditd+zeek,0.25,3,4,0.25,0.25,0.25,5802,1424
SC3,sc3,Parallel,combo2,syslog+auth,0.25,3,4,0.25,0.25,0.25,17487,4440
SC3,sc3,Parallel,combo2,auditd+syslog,0.25,3,4,0.25,0.25,0.25,14883,3802
SC3,sc3,Parallel,combo2,zeek+syslog,0.25,3,4,0.5,0.5,0.5,20273,5112
SC3,sc3,Parallel,combo2,zeek+auth,0.25,3,4,0.25,0.25,0.25,8406,2062
SC3,sc3,Parallel,combo2,auditd+zeek,0.25,4,4,0.25,0.25,0.25,5802,1428
SC3,sc3,Parallel,combo2,syslog+auth,0.25,4,4,0.25,0.25,0.25,17487,4296
SC3,sc3,Parallel,combo2,auditd+syslog,0.25,4,4,0.25,0.25,0.25,14883,3655
SC3,sc3,Parallel,combo2,zeek+syslog,0.25,4,4,0.5,0.5,0.5,20273,4979
SC3,sc3,Parallel,combo2,zeek+auth,0.25,4,4,0.5,0.5,0.5,8406,2069
SC3,sc3,Parallel,combo2,auditd+zeek,0.1,0,4,0.25,0.25,0.25,5802,564
SC3,sc3,Parallel,combo2,syslog+auth,0.1,0,4,0.25,0.25,0.25,17487,1758
SC3,sc3,Parallel,combo2,auditd+syslog,0.1,0,4,0.25,0.25,0.25,14883,1505
SC3,sc3,Parallel,combo2,zeek+syslog,0.1,0,4,0.5,0.5,0.5,20273,2029
SC3,sc3,Parallel,combo2,zeek+auth,0.1,0,4,0.25,0.25,0.25,8406,817
SC3,sc3,Parallel,combo2,auditd+zeek,0.1,1,4,0.25,0.25,0.25,5802,602
SC3,sc3,Parallel,combo2,syslog+auth,0.1,1,4,0.0,0.0,0.0,17487,1838
SC3,sc3,Parallel,combo2,auditd+syslog,0.1,1,4,0.0,0.0,0.0,14883,1597
SC3,sc3,Parallel,combo2,zeek+syslog,0.1,1,4,0.25,0.25,0.25,20273,2161
SC3,sc3,Parallel,combo2,zeek+auth,0.1,1,4,0.25,0.25,0.25,8406,843
SC3,sc3,Parallel,combo2,auditd+zeek,0.1,2,4,0.25,0.25,0.25,5802,566
SC3,sc3,Parallel,combo2,syslog+auth,0.1,2,4,0.25,0.25,0.25,17487,1815
SC3,sc3,Parallel,combo2,auditd+syslog,0.1,2,4,0.0,0.0,0.0,14883,1538
SC3,sc3,Parallel,combo2,zeek+syslog,0.1,2,4,0.25,0.25,0.25,20273,2056
SC3,sc3,Parallel,combo2,zeek+auth,0.1,2,4,0.5,0.5,0.5,8406,843
SC3,sc3,Parallel,combo2,auditd+zeek,0.1,3,4,0.25,0.25,0.25,5802,558
SC3,sc3,Parallel,combo2,syslog+auth,0.1,3,4,0.0,0.0,0.0,17487,1758
SC3,sc3,Parallel,combo2,auditd+syslog,0.1,3,4,0.0,0.0,0.0,14883,1528
SC3,sc3,Parallel,combo2,zeek+syslog,0.1,3,4,0.25,0.25,0.25,20273,2042
SC3,sc3,Parallel,combo2,zeek+auth,0.1,3,4,0.25,0.25,0.25,8406,788
SC3,sc3,Parallel,combo2,auditd+zeek,0.1,4,4,0.25,0.25,0.25,5802,591
SC3,sc3,Parallel,combo2,syslog+auth,0.1,4,4,0.25,0.25,0.25,17487,1741
SC3,sc3,Parallel,combo2,auditd+syslog,0.1,4,4,0.0,0.0,0.0,14883,1479
SC3,sc3,Parallel,combo2,zeek+syslog,0.1,4,4,0.25,0.25,0.25,20273,2030
SC3,sc3,Parallel,combo2,zeek+auth,0.1,4,4,0.5,0.5,0.5,8406,853
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,1.0,0,4,0.5,0.5,0.5,88674,88674
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,1.0,1,4,0.5,0.5,0.5,88674,88674
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,1.0,2,4,0.5,0.5,0.5,88674,88674
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,1.0,3,4,0.5,0.5,0.5,88674,88674
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,1.0,4,4,0.5,0.5,0.5,88674,88674
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.75,0,4,0.5,0.5,0.5,88674,66505
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.75,1,4,0.5,0.5,0.5,88674,66283
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.75,2,4,0.5,0.5,0.5,88674,66453
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.75,3,4,0.5,0.5,0.5,88674,66450
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.75,4,4,0.5,0.5,0.5,88674,66281
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.5,0,4,0.5,0.5,0.5,88674,44096
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.5,1,4,0.5,0.5,0.5,88674,44363
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.5,2,4,0.5,0.5,0.5,88674,44226
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.5,3,4,0.5,0.5,0.5,88674,44364
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.5,4,4,0.5,0.5,0.5,88674,44293
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.25,0,4,0.5,0.5,0.5,88674,21969
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.25,1,4,0.5,0.5,0.5,88674,22149
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.25,2,4,0.5,0.5,0.5,88674,22169
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.25,3,4,0.5,0.5,0.5,88674,22272
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.25,4,4,0.5,0.5,0.5,88674,22040
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.1,0,4,0.5,0.5,0.5,88674,8794
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.1,1,4,0.25,0.25,0.25,88674,8876
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.1,2,4,0.5,0.5,0.5,88674,8870
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.1,3,4,0.25,0.25,0.25,88674,8834
SC3,sc3,Parallel,multi,auditd+auth+suricata+syslog+zeek,0.1,4,4,0.5,0.5,0.5,88674,8844
SC4,sc4,NPMEX,single,auditd,1.0,0,4,0.0,0.0,0.0,2491,2491
SC4,sc4,NPMEX,single,auth,1.0,0,4,0.25,0.25,0.25,2946,2946
SC4,sc4,NPMEX,single,suricata,1.0,0,4,0.25,0.25,0.25,116215,116215
SC4,sc4,NPMEX,single,syslog,1.0,0,4,0.5,0.5,0.5,57250,57250
SC4,sc4,NPMEX,single,zeek,1.0,0,4,0.25,0.25,0.25,9368,9368
SC4,sc4,NPMEX,single,auditd,1.0,1,4,0.0,0.0,0.0,2491,2491
SC4,sc4,NPMEX,single,auth,1.0,1,4,0.25,0.25,0.25,2946,2946
SC4,sc4,NPMEX,single,suricata,1.0,1,4,0.25,0.25,0.25,116215,116215
SC4,sc4,NPMEX,single,syslog,1.0,1,4,0.5,0.5,0.5,57250,57250
SC4,sc4,NPMEX,single,zeek,1.0,1,4,0.25,0.25,0.25,9368,9368
SC4,sc4,NPMEX,single,auditd,1.0,2,4,0.0,0.0,0.0,2491,2491
SC4,sc4,NPMEX,single,auth,1.0,2,4,0.25,0.25,0.25,2946,2946
SC4,sc4,NPMEX,single,suricata,1.0,2,4,0.25,0.25,0.25,116215,116215
SC4,sc4,NPMEX,single,syslog,1.0,2,4,0.5,0.5,0.5,57250,57250
SC4,sc4,NPMEX,single,zeek,1.0,2,4,0.25,0.25,0.25,9368,9368
SC4,sc4,NPMEX,single,auditd,1.0,3,4,0.0,0.0,0.0,2491,2491
SC4,sc4,NPMEX,single,auth,1.0,3,4,0.25,0.25,0.25,2946,2946
SC4,sc4,NPMEX,single,suricata,1.0,3,4,0.25,0.25,0.25,116215,116215
SC4,sc4,NPMEX,single,syslog,1.0,3,4,0.5,0.5,0.5,57250,57250
SC4,sc4,NPMEX,single,zeek,1.0,3,4,0.25,0.25,0.25,9368,9368
SC4,sc4,NPMEX,single,auditd,1.0,4,4,0.0,0.0,0.0,2491,2491
SC4,sc4,NPMEX,single,auth,1.0,4,4,0.25,0.25,0.25,2946,2946
SC4,sc4,NPMEX,single,suricata,1.0,4,4,0.25,0.25,0.25,116215,116215
SC4,sc4,NPMEX,single,syslog,1.0,4,4,0.5,0.5,0.5,57250,57250
SC4,sc4,NPMEX,single,zeek,1.0,4,4,0.25,0.25,0.25,9368,9368
SC4,sc4,NPMEX,single,auditd,0.75,0,4,0.0,0.0,0.0,2491,1895
SC4,sc4,NPMEX,single,auth,0.75,0,4,0.25,0.25,0.25,2946,2224
SC4,sc4,NPMEX,single,suricata,0.75,0,4,0.25,0.25,0.25,116215,87001
SC4,sc4,NPMEX,single,syslog,0.75,0,4,0.5,0.25,0.5,57250,43021
SC4,sc4,NPMEX,single,zeek,0.75,0,4,0.25,0.25,0.25,9368,7043
SC4,sc4,NPMEX,single,auditd,0.75,1,4,0.0,0.0,0.0,2491,1862
SC4,sc4,NPMEX,single,auth,0.75,1,4,0.25,0.25,0.25,2946,2197
SC4,sc4,NPMEX,single,suricata,0.75,1,4,0.25,0.25,0.25,116215,86956
SC4,sc4,NPMEX,single,syslog,0.75,1,4,0.25,0.25,0.25,57250,42961
SC4,sc4,NPMEX,single,zeek,0.75,1,4,0.25,0.25,0.25,9368,7003
SC4,sc4,NPMEX,single,auditd,0.75,2,4,0.0,0.0,0.0,2491,1904
SC4,sc4,NPMEX,single,auth,0.75,2,4,0.25,0.25,0.25,2946,2217
SC4,sc4,NPMEX,single,suricata,0.75,2,4,0.25,0.25,0.25,116215,87007
SC4,sc4,NPMEX,single,syslog,0.75,2,4,0.5,0.5,0.5,57250,43043
SC4,sc4,NPMEX,single,zeek,0.75,2,4,0.25,0.25,0.25,9368,6989
SC4,sc4,NPMEX,single,auditd,0.75,3,4,0.0,0.0,0.0,2491,1850
SC4,sc4,NPMEX,single,auth,0.75,3,4,0.25,0.25,0.25,2946,2233
SC4,sc4,NPMEX,single,suricata,0.75,3,4,0.25,0.25,0.25,116215,87177
SC4,sc4,NPMEX,single,syslog,0.75,3,4,0.5,0.5,0.5,57250,42897
SC4,sc4,NPMEX,single,zeek,0.75,3,4,0.25,0.25,0.25,9368,6980
SC4,sc4,NPMEX,single,auditd,0.75,4,4,0.0,0.0,0.0,2491,1856
SC4,sc4,NPMEX,single,auth,0.75,4,4,0.25,0.25,0.25,2946,2208
