scenario,scenario_key,name,budget,source_set,rate,seed,n_expected_steps,step_recall,chain_recall,reconstructability,n_events_pre_sampling,n_events
SC6,sc6,CloudEX,single,azure_events,1.0,1,4,0.25,0.25,0.25,6528,6528
SC6,sc6,CloudEX,single,syslog,1.0,1,4,0.25,0.25,0.25,3246,3246
SC6,sc6,CloudEX,single,azure_events,1.0,2,4,0.25,0.25,0.25,6528,6528
SC6,sc6,CloudEX,single,syslog,1.0,2,4,0.25,0.25,0.25,3246,3246
SC6,sc6,CloudEX,single,azure_events,1.0,3,4,0.25,0.25,0.25,6528,6528
SC6,sc6,CloudEX,single,syslog,1.0,3,4,0.25,0.25,0.25,3246,3246
SC6,sc6,CloudEX,single,azure_events,1.0,4,4,0.25,0.25,0.25,6528,6528
SC6,sc6,CloudEX,single,syslog,1.0,4,4,0.25,0.25,0.25,3246,3246
SC6,sc6,CloudEX,single,azure_events,0.75,0,4,0.25,0.25,0.25,6528,4902
SC6,sc6,CloudEX,single,syslog,0.75,0,4,0.25,0.25,0.25,3246,2414
SC6,sc6,CloudEX,single,azure_events,0.75,1,4,0.25,0.25,0.25,6528,4899
SC6,sc6,CloudEX,single,syslog,0.75,1,4,0.25,0.25,0.25,3246,2412
SC6,sc6,CloudEX,single,azure_events,0.75,2,4,0.25,0.25,0.25,6528,4939
SC6,sc6,CloudEX,single,syslog,0.75,2,4,0.25,0.25,0.25,3246,2420
SC6,sc6,CloudEX,single,azure_events,0.75,3,4,0.25,0.25,0.25,6528,4870
SC6,sc6,CloudEX,single,syslog,0.75,3,4,0.25,0.25,0.25,3246,2433
SC6,sc6,CloudEX,single,azure_events,0.75,4,4,0.25,0.25,0.25,6528,4924
SC6,sc6,CloudEX,single,syslog,0.75,4,4,0.25,0.25,0.25,3246,2381
SC6,sc6,CloudEX,single,azure_events,0.5,0,4,0.25,0.25,0.25,6528,3212
SC6,sc6,CloudEX,single,syslog,0.5,0,4,0.25,0.25,0.25,3246,1593
SC6,sc6,CloudEX,single,azure_events,0.5,1,4,0.25,0.25,0.25,6528,3268
SC6,sc6,CloudEX,single,syslog,0.5,1,4,0.25,0.25,0.25,3246,1598
SC6,sc6,CloudEX,single,azure_events,0.5,2,4,0.25,0.25,0.25,6528,3323
SC6,sc6,CloudEX,single,syslog,0.5,2,4,0.25,0.25,0.25,3246,1614
SC6,sc6,CloudEX,single,azure_events,0.5,3,4,0.25,0.25,0.25,6528,3249
SC6,sc6,CloudEX,single,syslog,0.5,3,4,0.25,0.25,0.25,3246,1620
SC6,sc6,CloudEX,single,azure_events,0.5,4,4,0.25,0.25,0.25,6528,3323
SC6,sc6,CloudEX,single,syslog,0.5,4,4,0.25,0.25,0.25,3246,1587
SC6,sc6,CloudEX,single,azure_events,0.25,0,4,0.25,0.25,0.25,6528,1603
SC6,sc6,CloudEX,single,syslog,0.25,0,4,0.25,0.25,0.25,3246,812
SC6,sc6,CloudEX,single,azure_events,0.25,1,4,0.25,0.25,0.25,6528,1616
SC6,sc6,CloudEX,single,syslog,0.25,1,4,0.25,0.25,0.25,3246,813
SC6,sc6,CloudEX,single,azure_events,0.25,2,4,0.25,0.25,0.25,6528,1635
SC6,sc6,CloudEX,single,syslog,0.25,2,4,0.25,0.25,0.25,3246,826
SC6,sc6,CloudEX,single,azure_events,0.25,3,4,0.25,0.25,0.25,6528,1639
SC6,sc6,CloudEX,single,syslog,0.25,3,4,0.25,0.25,0.25,3246,852
SC6,sc6,CloudEX,single,azure_events,0.25,4,4,0.25,0.25,0.25,6528,1626
SC6,sc6,CloudEX,single,syslog,0.25,4,4,0.25,0.25,0.25,3246,765
SC6,sc6,CloudEX,single,azure_events,0.1,0,4,0.0,0.0,0.0,6528,676
SC6,sc6,CloudEX,single,syslog,0.1,0,4,0.25,0.25,0.25,3246,349
SC6,sc6,CloudEX,single,azure_events,0.1,1,4,0.25,0.25,0.25,6528,619
SC6,sc6,CloudEX,single,syslog,0.1,1,4,0.25,0.25,0.25,3246,334
SC6,sc6,CloudEX,single,azure_events,0.1,2,4,0.25,0.25,0.25,6528,640
SC6,sc6,CloudEX,single,syslog,0.1,2,4,0.25,0.25,0.25,3246,332
SC6,sc6,CloudEX,single,azure_events,0.1,3,4,0.0,0.0,0.0,6528,624
SC6,sc6,CloudEX,single,syslog,0.1,3,4,0.25,0.25,0.25,3246,322
SC6,sc6,CloudEX,single,azure_events,0.1,4,4,0.25,0.25,0.25,6528,622
SC6,sc6,CloudEX,single,syslog,0.1,4,4,0.25,0.25,0.25,3246,313
SC6,sc6,CloudEX,combo2,syslog+azure_events,1.0,0,4,0.25,0.25,0.25,9774,9774
SC6,sc6,CloudEX,combo2,syslog+azure_events,1.0,1,4,0.25,0.25,0.25,9774,9774
SC6,sc6,CloudEX,combo2,syslog+azure_events,1.0,2,4,0.25,0.25,0.25,9774,9774
SC6,sc6,CloudEX,combo2,syslog+azure_events,1.0,3,4,0.25,0.25,0.25,9774,9774
SC6,sc6,CloudEX,combo2,syslog+azure_events,1.0,4,4,0.25,0.25,0.25,9774,9774
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.75,0,4,0.25,0.25,0.25,9774,7316
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.75,1,4,0.25,0.25,0.25,9774,7311
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.75,2,4,0.25,0.25,0.25,9774,7359
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.75,3,4,0.25,0.25,0.25,9774,7303
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.75,4,4,0.25,0.25,0.25,9774,7305
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.5,0,4,0.25,0.25,0.25,9774,4805
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.5,1,4,0.25,0.25,0.25,9774,4866
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.5,2,4,0.25,0.25,0.25,9774,4937
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.5,3,4,0.25,0.25,0.25,9774,4869
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.5,4,4,0.25,0.25,0.25,9774,4910
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.25,0,4,0.25,0.25,0.25,9774,2415
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.25,1,4,0.25,0.25,0.25,9774,2429
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.25,2,4,0.25,0.25,0.25,9774,2461
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.25,3,4,0.25,0.25,0.25,9774,2491
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.25,4,4,0.25,0.25,0.25,9774,2391
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.1,0,4,0.25,0.25,0.25,9774,1025
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.1,1,4,0.25,0.25,0.25,9774,953
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.1,2,4,0.25,0.25,0.25,9774,972
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.1,3,4,0.25,0.25,0.25,9774,946
SC6,sc6,CloudEX,combo2,syslog+azure_events,0.1,4,4,0.25,0.25,0.25,9774,935
SC6,sc6,CloudEX,multi,azure_events+syslog,1.0,0,4,0.25,0.25,0.25,9774,9774
SC6,sc6,CloudEX,multi,azure_events+syslog,1.0,1,4,0.25,0.25,0.25,9774,9774
SC6,sc6,CloudEX,multi,azure_events+syslog,1.0,2,4,0.25,0.25,0.25,9774,9774
SC6,sc6,CloudEX,multi,azure_events+syslog,1.0,3,4,0.25,0.25,0.25,9774,9774
SC6,sc6,CloudEX,multi,azure_events+syslog,1.0,4,4,0.25,0.25,0.25,9774,9774
SC6,sc6,CloudEX,multi,azure_events+syslog,0.75,0,4,0.25,0.25,0.25,9774,7316
SC6,sc6,CloudEX,multi,azure_events+syslog,0.75,1,4,0.25,0.25,0.25,9774,7311
SC6,sc6,CloudEX,multi,azure_events+syslog,0.75,2,4,0.25,0.25,0.25,9774,7359
SC6,sc6,CloudEX,multi,azure_events+syslog,0.75,3,4,0.25,0.25,0.25,9774,7303
SC6,sc6,CloudEX,multi,azure_events+syslog,0.75,4,4,0.25,0.25,0.25,9774,7305
SC6,sc6,CloudEX,multi,azure_events+syslog,0.5,0,4,0.25,0.25,0.25,9774,4805
SC6,sc6,CloudEX,multi,azure_events+syslog,0.5,1,4,0.25,0.25,0.25,9774,4866
SC6,sc6,CloudEX,multi,azure_events+syslog,0.5,2,4,0.25,0.25,0.25,9774,4937
SC6,sc6,CloudEX,multi,azure_events+syslog,0.5,3,4,0.25,0.25,0.25,9774,4869
SC6,sc6,CloudEX,multi,azure_events+syslog,0.5,4,4,0.25,0.25,0.25,9774,4910
SC6,sc6,CloudEX,multi,azure_events+syslog,0.25,0,4,0.25,0.25,0.25,9774,2415
SC6,sc6,CloudEX,multi,azure_events+syslog,0.25,1,4,0.25,0.25,0.25,9774,2429
SC6,sc6,CloudEX,multi,azure_events+syslog,0.25,2,4,0.25,0.25,0.25,9774,2461
SC6,sc6,CloudEX,multi,azure_events+syslog,0.25,3,4,0.25,0.25,0.25,9774,2491
SC6,sc6,CloudEX,multi,azure_events+syslog,0.25,4,4,0.25,0.25,0.25,9774,2391
SC6,sc6,CloudEX,multi,azure_events+syslog,0.1,0,4,0.25,0.25,0.25,9774,1025
SC6,sc6,CloudEX,multi,azure_events+syslog,0.1,1,4,0.25,0.25,0.25,9774,953
SC6,sc6,CloudEX,multi,azure_events+syslog,0.1,2,4,0.25,0.25,0.25,9774,972
SC6,sc6,CloudEX,multi,azure_events+syslog,0.1,3,4,0.25,0.25,0.25,9774,946
SC6,sc6,CloudEX,multi,azure_events+syslog,0.1,4,4,0.25,0.25,0.25,9774,935
SC7,sc7,LayerInj,single,auditd,1.0,0,3,0.3333,0.3333,0.3333,14763,14763
SC7,sc7,LayerInj,single,suricata,1.0,0,3,0.6667,0.6667,0.6667,58880,58880
SC7,sc7,LayerInj,single,syslog,1.0,0,3,0.0,0.0,0.0,9805,9805
SC7,sc7,LayerInj,single,zeek,1.0,0,3,0.3333,0.3333,0.3333,6462,6462
SC7,sc7,LayerInj,single,tracee,1.0,0,3,0.3333,0.3333,0.3333,132136,132136
SC7,sc7,LayerInj,single,auditd,1.0,1,3,0.3333,0.3333,0.3333,14763,14763
SC7,sc7,LayerInj,single,suricata,1.0,1,3,0.6667,0.6667,0.6667,58880,58880
SC7,sc7,LayerInj,single,syslog,1.0,1,3,0.0,0.0,0.0,9805,9805
SC7,sc7,LayerInj,single,zeek,1.0,1,3,0.3333,0.3333,0.3333,6462,6462
SC7,sc7,LayerInj,single,tracee,1.0,1,3,0.3333,0.3333,0.3333,132136,132136
SC7,sc7,LayerInj,single,auditd,1.0,2,3,0.3333,0.3333,0.3333,14763,14763
SC7,sc7,LayerInj,single,suricata,1.0,2,3,0.6667,0.6667,0.6667,58880,58880
SC7,sc7,LayerInj,single,syslog,1.0,2,3,0.0,0.0,0.0,9805,9805
SC7,sc7,LayerInj,single,zeek,1.0,2,3,0.3333,0.3333,0.3333,6462,6462
SC7,sc7,LayerInj,single,tracee,1.0,2,3,0.3333,0.3333,0.3333,132136,132136
SC7,sc7,LayerInj,single,auditd,1.0,3,3,0.3333,0.3333,0.3333,14763,14763
SC7,sc7,LayerInj,single,suricata,1.0,3,3,0.6667,0.6667,0.6667,58880,58880
SC7,sc7,LayerInj,single,syslog,1.0,3,3,0.0,0.0,0.0,9805,9805
SC7,sc7,LayerInj,single,zeek,1.0,3,3,0.3333,0.3333,0.3333,6462,6462
SC7,sc7,LayerInj,single,tracee,1.0,3,3,0.3333,0.3333,0.3333,132136,132136
SC7,sc7,LayerInj,single,auditd,1.0,4,3,0.3333,0.3333,0.3333,14763,14763
SC7,sc7,LayerInj,single,suricata,1.0,4,3,0.6667,0.6667,0.6667,58880,58880
SC7,sc7,LayerInj,single,syslog,1.0,4,3,0.0,0.0,0.0,9805,9805
SC7,sc7,LayerInj,single,zeek,1.0,4,3,0.3333,0.3333,0.3333,6462,6462
SC7,sc7,LayerInj,single,tracee,1.0,4,3,0.3333,0.3333,0.3333,132136,132136
SC7,sc7,LayerInj,single,auditd,0.75,0,3,0.3333,0.3333,0.3333,14763,10955
SC7,sc7,LayerInj,single,suricata,0.75,0,3,0.6667,0.6667,0.6667,58880,44030
SC7,sc7,LayerInj,single,syslog,0.75,0,3,0.0,0.0,0.0,9805,7338
SC7,sc7,LayerInj,single,zeek,0.75,0,3,0.3333,0.3333,0.3333,6462,4870
SC7,sc7,LayerInj,single,tracee,0.75,0,3,0.3333,0.3333,0.3333,132136,99199
SC7,sc7,LayerInj,single,auditd,0.75,1,3,0.3333,0.3333,0.3333,14763,10988
SC7,sc7,LayerInj,single,suricata,0.75,1,3,0.6667,0.6667,0.6667,58880,44075
SC7,sc7,LayerInj,single,syslog,0.75,1,3,0.0,0.0,0.0,9805,7343
SC7,sc7,LayerInj,single,zeek,0.75,1,3,0.3333,0.3333,0.3333,6462,4859
SC7,sc7,LayerInj,single,tracee,0.75,1,3,0.3333,0.3333,0.3333,132136,98996
SC7,sc7,LayerInj,single,auditd,0.75,2,3,0.3333,0.3333,0.3333,14763,11141
SC7,sc7,LayerInj,single,suricata,0.75,2,3,0.6667,0.6667,0.6667,58880,44014
SC7,sc7,LayerInj,single,syslog,0.75,2,3,0.0,0.0,0.0,9805,7386
SC7,sc7,LayerInj,single,zeek,0.75,2,3,0.3333,0.3333,0.3333,6462,4827
SC7,sc7,LayerInj,single,tracee,0.75,2,3,0.3333,0.3333,0.3333,132136,99054
SC7,sc7,LayerInj,single,auditd,0.75,3,3,0.0,0.0,0.0,14763,11037
SC7,sc7,LayerInj,single,suricata,0.75,3,3,0.6667,0.6667,0.6667,58880,44092
SC7,sc7,LayerInj,single,syslog,0.75,3,3,0.0,0.0,0.0,9805,7364
SC7,sc7,LayerInj,single,zeek,0.75,3,3,0.3333,0.3333,0.3333,6462,4786
SC7,sc7,LayerInj,single,tracee,0.75,3,3,0.3333,0.3333,0.3333,132136,99116
SC7,sc7,LayerInj,single,auditd,0.75,4,3,0.0,0.0,0.0,14763,11028
SC7,sc7,LayerInj,single,suricata,0.75,4,3,0.6667,0.6667,0.6667,58880,44022
SC7,sc7,LayerInj,single,syslog,0.75,4,3,0.0,0.0,0.0,9805,7257
SC7,sc7,LayerInj,single,zeek,0.75,4,3,0.3333,0.3333,0.3333,6462,4831
SC7,sc7,LayerInj,single,tracee,0.75,4,3,0.3333,0.3333,0.3333,132136,99414
SC7,sc7,LayerInj,single,auditd,0.5,0,3,0.3333,0.3333,0.3333,14763,7290
SC7,sc7,LayerInj,single,suricata,0.5,0,3,0.3333,0.3333,0.3333,58880,29195
SC7,sc7,LayerInj,single,syslog,0.5,0,3,0.0,0.0,0.0,9805,4869
SC7,sc7,LayerInj,single,zeek,0.5,0,3,0.3333,0.3333,0.3333,6462,3250
SC7,sc7,LayerInj,single,tracee,0.5,0,3,0.3333,0.3333,0.3333,132136,66036
SC7,sc7,LayerInj,single,auditd,0.5,1,3,0.3333,0.3333,0.3333,14763,7302
SC7,sc7,LayerInj,single,suricata,0.5,1,3,0.6667,0.6667,0.6667,58880,29432
SC7,sc7,LayerInj,single,syslog,0.5,1,3,0.0,0.0,0.0,9805,4869
SC7,sc7,LayerInj,single,zeek,0.5,1,3,0.3333,0.3333,0.3333,6462,3245
SC7,sc7,LayerInj,single,tracee,0.5,1,3,0.3333,0.3333,0.3333,132136,66032
SC7,sc7,LayerInj,single,auditd,0.5,2,3,0.3333,0.3333,0.3333,14763,7397
SC7,sc7,LayerInj,single,suricata,0.5,2,3,0.6667,0.6667,0.6667,58880,29258
SC7,sc7,LayerInj,single,syslog,0.5,2,3,0.0,0.0,0.0,9805,4924
SC7,sc7,LayerInj,single,zeek,0.5,2,3,0.3333,0.3333,0.3333,6462,3261
SC7,sc7,LayerInj,single,tracee,0.5,2,3,0.3333,0.3333,0.3333,132136,66015
SC7,sc7,LayerInj,single,auditd,0.5,3,3,0.0,0.0,0.0,14763,7312
SC7,sc7,LayerInj,single,suricata,0.5,3,3,0.6667,0.6667,0.6667,58880,29462
SC7,sc7,LayerInj,single,syslog,0.5,3,3,0.0,0.0,0.0,9805,4921
SC7,sc7,LayerInj,single,zeek,0.5,3,3,0.3333,0.3333,0.3333,6462,3161
SC7,sc7,LayerInj,single,tracee,0.5,3,3,0.3333,0.3333,0.3333,132136,66083
SC7,sc7,LayerInj,single,auditd,0.5,4,3,0.0,0.0,0.0,14763,7314
SC7,sc7,LayerInj,single,suricata,0.5,4,3,0.6667,0.6667,0.6667,58880,29366
SC7,sc7,LayerInj,single,syslog,0.5,4,3,0.0,0.0,0.0,9805,4839
SC7,sc7,LayerInj,single,zeek,0.5,4,3,0.3333,0.3333,0.3333,6462,3228
SC7,sc7,LayerInj,single,tracee,0.5,4,3,0.3333,0.3333,0.3333,132136,66517
SC7,sc7,LayerInj,single,auditd,0.25,0,3,0.3333,0.3333,0.3333,14763,3643
SC7,sc7,LayerInj,single,suricata,0.25,0,3,0.3333,0.3333,0.3333,58880,14555
SC7,sc7,LayerInj,single,syslog,0.25,0,3,0.0,0.0,0.0,9805,2426
SC7,sc7,LayerInj,single,zeek,0.25,0,3,0.3333,0.3333,0.3333,6462,1602
SC7,sc7,LayerInj,single,tracee,0.25,0,3,0.3333,0.3333,0.3333,132136,33068
SC7,sc7,LayerInj,single,auditd,0.25,1,3,0.0,0.0,0.0,14763,3605
SC7,sc7,LayerInj,single,suricata,0.25,1,3,0.6667,0.6667,0.6667,58880,14702
SC7,sc7,LayerInj,single,syslog,0.25,1,3,0.0,0.0,0.0,9805,2457
SC7,sc7,LayerInj,single,zeek,0.25,1,3,0.3333,0.3333,0.3333,6462,1615
SC7,sc7,LayerInj,single,tracee,0.25,1,3,0.3333,0.3333,0.3333,132136,33289
SC7,sc7,LayerInj,single,auditd,0.25,2,3,0.0,0.0,0.0,14763,3674
SC7,sc7,LayerInj,single,suricata,0.25,2,3,0.6667,0.6667,0.6667,58880,14681
SC7,sc7,LayerInj,single,syslog,0.25,2,3,0.0,0.0,0.0,9805,2492
SC7,sc7,LayerInj,single,zeek,0.25,2,3,0.3333,0.3333,0.3333,6462,1611
SC7,sc7,LayerInj,single,tracee,0.25,2,3,0.3333,0.3333,0.3333,132136,32960
SC7,sc7,LayerInj,single,auditd,0.25,3,3,0.0,0.0,0.0,14763,3708
SC7,sc7,LayerInj,single,suricata,0.25,3,3,0.6667,0.6667,0.6667,58880,14755
SC7,sc7,LayerInj,single,syslog,0.25,3,3,0.0,0.0,0.0,9805,2513
SC7,sc7,LayerInj,single,zeek,0.25,3,3,0.3333,0.3333,0.3333,6462,1599
SC7,sc7,LayerInj,single,tracee,0.25,3,3,0.3333,0.3333,0.3333,132136,32859
SC7,sc7,LayerInj,single,auditd,0.25,4,3,0.0,0.0,0.0,14763,3615
SC7,sc7,LayerInj,single,suricata,0.25,4,3,0.3333,0.3333,0.3333,58880,14682
SC7,sc7,LayerInj,single,syslog,0.25,4,3,0.0,0.0,0.0,9805,2352
SC7,sc7,LayerInj,single,zeek,0.25,4,3,0.3333,0.3333,0.3333,6462,1603
SC7,sc7,LayerInj,single,tracee,0.25,4,3,0.3333,0.3333,0.3333,132136,33529
SC7,sc7,LayerInj,single,auditd,0.1,0,3,0.0,0.0,0.0,14763,1433
SC7,sc7,LayerInj,single,suricata,0.1,0,3,0.3333,0.3333,0.3333,58880,5790
SC7,sc7,LayerInj,single,syslog,0.1,0,3,0.0,0.0,0.0,9805,996
SC7,sc7,LayerInj,single,zeek,0.1,0,3,0.3333,0.3333,0.3333,6462,647
SC7,sc7,LayerInj,single,tracee,0.1,0,3,0.3333,0.3333,0.3333,132136,13202
SC7,sc7,LayerInj,single,auditd,0.1,1,3,0.0,0.0,0.0,14763,1405
SC7,sc7,LayerInj,single,suricata,0.1,1,3,0.6667,0.6667,0.6667,58880,5764
SC7,sc7,LayerInj,single,syslog,0.1,1,3,0.0,0.0,0.0,9805,1082
SC7,sc7,LayerInj,single,zeek,0.1,1,3,0.3333,0.3333,0.3333,6462,659
SC7,sc7,LayerInj,single,tracee,0.1,1,3,0.3333,0.3333,0.3333,132136,13428
SC7,sc7,LayerInj,single,auditd,0.1,2,3,0.0,0.0,0.0,14763,1467
SC7,sc7,LayerInj,single,suricata,0.1,2,3,0.6667,0.6667,0.6667,58880,5871
SC7,sc7,LayerInj,single,syslog,0.1,2,3,0.0,0.0,0.0,9805,1027
SC7,sc7,LayerInj,single,zeek,0.1,2,3,0.3333,0.3333,0.3333,6462,612
SC7,sc7,LayerInj,single,tracee,0.1,2,3,0.3333,0.3333,0.3333,132136,13186
SC7,sc7,LayerInj,single,auditd,0.1,3,3,0.0,0.0,0.0,14763,1454
SC7,sc7,LayerInj,single,suricata,0.1,3,3,0.6667,0.6667,0.6667,58880,5829
SC7,sc7,LayerInj,single,syslog,0.1,3,3,0.0,0.0,0.0,9805,1002
SC7,sc7,LayerInj,single,zeek,0.1,3,3,0.3333,0.3333,0.3333,6462,607
SC7,sc7,LayerInj,single,tracee,0.1,3,3,0.3333,0.3333,0.3333,132136,13275
SC7,sc7,LayerInj,single,auditd,0.1,4,3,0.0,0.0,0.0,14763,1478
SC7,sc7,LayerInj,single,suricata,0.1,4,3,0.3333,0.3333,0.3333,58880,5862
SC7,sc7,LayerInj,single,syslog,0.1,4,3,0.0,0.0,0.0,9805,966
SC7,sc7,LayerInj,single,zeek,0.1,4,3,0.3333,0.3333,0.3333,6462,664
SC7,sc7,LayerInj,single,tracee,0.1,4,3,0.3333,0.3333,0.3333,132136,13382
SC7,sc7,LayerInj,combo2,auditd+zeek,1.0,0,3,0.6667,0.3333,0.6667,21225,21225
SC7,sc7,LayerInj,combo2,auditd+syslog,1.0,0,3,0.3333,0.3333,0.3333,24568,24568
SC7,sc7,LayerInj,combo2,zeek+syslog,1.0,0,3,0.3333,0.3333,0.3333,16267,16267
SC7,sc7,LayerInj,combo2,auditd+zeek,1.0,1,3,0.6667,0.3333,0.6667,21225,21225
SC7,sc7,LayerInj,combo2,auditd+syslog,1.0,1,3,0.3333,0.3333,0.3333,24568,24568
SC7,sc7,LayerInj,combo2,zeek+syslog,1.0,1,3,0.3333,0.3333,0.3333,16267,16267
SC7,sc7,LayerInj,combo2,auditd+zeek,1.0,2,3,0.6667,0.3333,0.6667,21225,21225
SC7,sc7,LayerInj,combo2,auditd+syslog,1.0,2,3,0.3333,0.3333,0.3333,24568,24568
SC7,sc7,LayerInj,combo2,zeek+syslog,1.0,2,3,0.3333,0.3333,0.3333,16267,16267
SC7,sc7,LayerInj,combo2,auditd+zeek,1.0,3,3,0.6667,0.3333,0.6667,21225,21225
SC7,sc7,LayerInj,combo2,auditd+syslog,1.0,3,3,0.3333,0.3333,0.3333,24568,24568
SC7,sc7,LayerInj,combo2,zeek+syslog,1.0,3,3,0.3333,0.3333,0.3333,16267,16267
SC7,sc7,LayerInj,combo2,auditd+zeek,1.0,4,3,0.6667,0.3333,0.6667,21225,21225
SC7,sc7,LayerInj,combo2,auditd+syslog,1.0,4,3,0.3333,0.3333,0.3333,24568,24568
SC7,sc7,LayerInj,combo2,zeek+syslog,1.0,4,3,0.3333,0.3333,0.3333,16267,16267
SC7,sc7,LayerInj,combo2,auditd+zeek,0.75,0,3,0.6667,0.3333,0.6667,21225,15825
SC7,sc7,LayerInj,combo2,auditd+syslog,0.75,0,3,0.3333,0.3333,0.3333,24568,18293
SC7,sc7,LayerInj,combo2,zeek+syslog,0.75,0,3,0.3333,0.3333,0.3333,16267,12208
SC7,sc7,LayerInj,combo2,auditd+zeek,0.75,1,3,0.6667,0.3333,0.6667,21225,15847
SC7,sc7,LayerInj,combo2,auditd+syslog,0.75,1,3,0.3333,0.3333,0.3333,24568,18331
SC7,sc7,LayerInj,combo2,zeek+syslog,0.75,1,3,0.3333,0.3333,0.3333,16267,12202
SC7,sc7,LayerInj,combo2,auditd+zeek,0.75,2,3,0.6667,0.3333,0.6667,21225,15968
SC7,sc7,LayerInj,combo2,auditd+syslog,0.75,2,3,0.3333,0.3333,0.3333,24568,18527
SC7,sc7,LayerInj,combo2,zeek+syslog,0.75,2,3,0.3333,0.3333,0.3333,16267,12213
SC7,sc7,LayerInj,combo2,auditd+zeek,0.75,3,3,0.3333,0.3333,0.3333,21225,15823
SC7,sc7,LayerInj,combo2,auditd+syslog,0.75,3,3,0.0,0.0,0.0,24568,18401
SC7,sc7,LayerInj,combo2,zeek+syslog,0.75,3,3,0.3333,0.3333,0.3333,16267,12150
SC7,sc7,LayerInj,combo2,auditd+zeek,0.75,4,3,0.3333,0.3333,0.3333,21225,15859
SC7,sc7,LayerInj,combo2,auditd+syslog,0.75,4,3,0.0,0.0,0.0,24568,18285
SC7,sc7,LayerInj,combo2,zeek+syslog,0.75,4,3,0.3333,0.3333,0.3333,16267,12088
SC7,sc7,LayerInj,combo2,auditd+zeek,0.5,0,3,0.6667,0.3333,0.6667,21225,10540
SC7,sc7,LayerInj,combo2,auditd+syslog,0.5,0,3,0.3333,0.3333,0.3333,24568,12159
SC7,sc7,LayerInj,combo2,zeek+syslog,0.5,0,3,0.3333,0.3333,0.3333,16267,8119
SC7,sc7,LayerInj,combo2,auditd+zeek,0.5,1,3,0.6667,0.3333,0.6667,21225,10547
SC7,sc7,LayerInj,combo2,auditd+syslog,0.5,1,3,0.3333,0.3333,0.3333,24568,12171
SC7,sc7,LayerInj,combo2,zeek+syslog,0.5,1,3,0.3333,0.3333,0.3333,16267,8114
SC7,sc7,LayerInj,combo2,auditd+zeek,0.5,2,3,0.6667,0.3333,0.6667,21225,10658
SC7,sc7,LayerInj,combo2,auditd+syslog,0.5,2,3,0.3333,0.3333,0.3333,24568,12321
SC7,sc7,LayerInj,combo2,zeek+syslog,0.5,2,3,0.3333,0.3333,0.3333,16267,8185
SC7,sc7,LayerInj,combo2,auditd+zeek,0.5,3,3,0.3333,0.3333,0.3333,21225,10473
SC7,sc7,LayerInj,combo2,auditd+syslog,0.5,3,3,0.0,0.0,0.0,24568,12233
SC7,sc7,LayerInj,combo2,zeek+syslog,0.5,3,3,0.3333,0.3333,0.3333,16267,8082
SC7,sc7,LayerInj,combo2,auditd+zeek,0.5,4,3,0.3333,0.3333,0.3333,21225,10542
SC7,sc7,LayerInj,combo2,auditd+syslog,0.5,4,3,0.0,0.0,0.0,24568,12153
SC7,sc7,LayerInj,combo2,zeek+syslog,0.5,4,3,0.3333,0.3333,0.3333,16267,8067
SC7,sc7,LayerInj,combo2,auditd+zeek,0.25,0,3,0.6667,0.3333,0.6667,21225,5245
SC7,sc7,LayerInj,combo2,auditd+syslog,0.25,0,3,0.3333,0.3333,0.3333,24568,6069
SC7,sc7,LayerInj,combo2,zeek+syslog,0.25,0,3,0.3333,0.3333,0.3333,16267,4028
SC7,sc7,LayerInj,combo2,auditd+zeek,0.25,1,3,0.3333,0.3333,0.3333,21225,5220
SC7,sc7,LayerInj,combo2,auditd+syslog,0.25,1,3,0.0,0.0,0.0,24568,6062
SC7,sc7,LayerInj,combo2,zeek+syslog,0.25,1,3,0.3333,0.3333,0.3333,16267,4072
SC7,sc7,LayerInj,combo2,auditd+zeek,0.25,2,3,0.3333,0.3333,0.3333,21225,5285
SC7,sc7,LayerInj,combo2,auditd+syslog,0.25,2,3,0.0,0.0,0.0,24568,6166
SC7,sc7,LayerInj,combo2,zeek+syslog,0.25,2,3,0.3333,0.3333,0.3333,16267,4103
SC7,sc7,LayerInj,combo2,auditd+zeek,0.25,3,3,0.3333,0.3333,0.3333,21225,5307
SC7,sc7,LayerInj,combo2,auditd+syslog,0.25,3,3,0.0,0.0,0.0,24568,6221
