ts,source,step,exe,cmdline,user,pid,src_ip,src_port,excerpt,source_file
2025-12-10 11:54:00.761,syslog,AUTH,sshd,,root,80967,185.246.128.171,24706,Failed password for root from 185.246.128.171 port 24706 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:04.424,syslog,AUTH,sshd,,root,80967,185.246.128.171,24706,Failed password for root from 185.246.128.171 port 24706 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:04.761,syslog,AUTH,sshd,,satya,81047,125.31.2.160,51442,Invalid user satya from 125.31.2.160 port 51442 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:04.763,syslog,AUTH,sshd,,,81047,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:04.763,syslog,AUTH,sshd,,,81047,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=125.31.2.160 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:05.139,syslog,AUTH,sshd,,root,80967,185.246.128.171,24706,Failed password for root from 185.246.128.171 port 24706 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:06.454,syslog,AUTH,sshd,,satya,81047,125.31.2.160,51442,Failed password for invalid user satya from 125.31.2.160 port 51442 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:07.538,syslog,AUTH,sshd,,,81047,,,Disconnected from invalid user satya 125.31.2.160 port 51442 [preauth] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:10.394,syslog,AUTH,sshd,,root,80967,185.246.128.171,24706,Failed password for root from 185.246.128.171 port 24706 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:17.351,syslog,AUTH,sshd,,root,80967,185.246.128.171,24706,message repeated 2 times: [ Failed password for root from 185.246.128.171 port 24706 ssh2] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:17.351,syslog,AUTH,sshd,,,80967,,,error: maximum authentication attempts exceeded for root from 185.246.128.171 port 24706 ssh2 [preauth] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:17.351,syslog,AUTH,sshd,,,80967,,,Disconnecting authenticating user root 185.246.128.171 port 24706: Too many authentication failures [preauth] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:17.351,syslog,AUTH,sshd,,,80967,,,PAM 5 more authentication failures logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 user=root | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:17.351,syslog,AUTH,sshd,,,80967,,,PAM service(sshd) ignoring max retries 6 > 3 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:26.472,syslog,AUTH,sshd,,,81167,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 user=root | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:28.182,syslog,AUTH,sshd,,root,81167,185.246.128.171,25861,Failed password for root from 185.246.128.171 port 25861 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:34.416,syslog,AUTH,sshd,,root,81167,185.246.128.171,25861,Failed password for root from 185.246.128.171 port 25861 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:35.236,syslog,AUTH,sshd,,root,81167,185.246.128.171,25861,Failed password for root from 185.246.128.171 port 25861 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:43.099,syslog,AUTH,sshd,,root,81167,185.246.128.171,25861,message repeated 2 times: [ Failed password for root from 185.246.128.171 port 25861 ssh2] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:43.100,syslog,AUTH,sshd,,ubuntu,81310,159.65.185.215,39360,Invalid user ubuntu from 159.65.185.215 port 39360 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:43.197,syslog,AUTH,sshd,,,81310,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:43.197,syslog,AUTH,sshd,,,81310,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=159.65.185.215 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:44.576,syslog,AUTH,sshd,,ubuntu,81310,159.65.185.215,39360,Failed password for invalid user ubuntu from 159.65.185.215 port 39360 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:45.424,syslog,AUTH,sshd,,root,81167,185.246.128.171,25861,Failed password for root from 185.246.128.171 port 25861 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:45.689,syslog,AUTH,sshd,,,81167,,,error: maximum authentication attempts exceeded for root from 185.246.128.171 port 25861 ssh2 [preauth] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:45.689,syslog,AUTH,sshd,,,81167,,,Disconnecting authenticating user root 185.246.128.171 port 25861: Too many authentication failures [preauth] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:45.689,syslog,AUTH,sshd,,,81167,,,PAM 5 more authentication failures logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 user=root | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:45.689,syslog,AUTH,sshd,,,81167,,,PAM service(sshd) ignoring max retries 6 > 3 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:46.032,syslog,AUTH,sshd,,,81310,,,Connection closed by invalid user ubuntu 159.65.185.215 port 39360 [preauth] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:49.066,syslog,AUTH,sshd,,,81367,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 user=root | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:50.601,syslog,AUTH,sshd,,root,81367,185.246.128.171,29138,Failed password for root from 185.246.128.171 port 29138 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:54.064,syslog,AUTH,sshd,,ali,81408,185.246.128.171,27215,Invalid user ali from 185.246.128.171 port 27215 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:54.066,syslog,AUTH,sshd,,,81408,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:54.066,syslog,AUTH,sshd,,,81408,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:56.290,syslog,AUTH,sshd,,ali,81408,185.246.128.171,27215,Failed password for invalid user ali from 185.246.128.171 port 27215 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:54:59.419,syslog,AUTH,sshd,,,81408,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:01.662,syslog,AUTH,sshd,,ali,81408,185.246.128.171,27215,Failed password for invalid user ali from 185.246.128.171 port 27215 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:03.977,syslog,AUTH,sshd,,,81408,,,"Disconnecting invalid user ali 185.246.128.171 port 27215: Change of username or service not allowed: (ali,ssh-connection) -> (intern,ssh-connection) [preauth] | sshd",/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:03.977,syslog,AUTH,sshd,,,81408,,,PAM 1 more authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:05.929,syslog,AUTH,sshd,,intern,81560,185.246.128.171,17965,Invalid user intern from 185.246.128.171 port 17965 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:05.931,syslog,AUTH,sshd,,,81560,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:05.931,syslog,AUTH,sshd,,,81560,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:07.999,syslog,AUTH,sshd,,intern,81560,185.246.128.171,17965,Failed password for invalid user intern from 185.246.128.171 port 17965 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:09.606,syslog,AUTH,sshd,,,81560,,,"Disconnecting invalid user intern 185.246.128.171 port 17965: Change of username or service not allowed: (intern,ssh-connection) -> (aman,ssh-connection) [preauth] | sshd",/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:15.876,syslog,AUTH,sshd,,aman,81590,185.246.128.171,61613,Invalid user aman from 185.246.128.171 port 61613 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:15.877,syslog,AUTH,sshd,,,81590,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:15.878,syslog,AUTH,sshd,,,81590,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:18.317,syslog,AUTH,sshd,,aman,81590,185.246.128.171,61613,Failed password for invalid user aman from 185.246.128.171 port 61613 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:19.236,syslog,AUTH,sshd,,,81590,,,"Disconnecting invalid user aman 185.246.128.171 port 61613: Change of username or service not allowed: (aman,ssh-connection) -> (ddd,ssh-connection) [preauth] | sshd",/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:25.330,syslog,AUTH,sshd,,ddd,81765,185.246.128.171,10649,Invalid user ddd from 185.246.128.171 port 10649 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:25.332,syslog,AUTH,sshd,,,81765,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:25.333,syslog,AUTH,sshd,,,81765,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:26.809,syslog,AUTH,sshd,,ddd,81765,185.246.128.171,10649,Failed password for invalid user ddd from 185.246.128.171 port 10649 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:27.436,syslog,AUTH,sshd,,,81765,,,"Disconnecting invalid user ddd 185.246.128.171 port 10649: Change of username or service not allowed: (ddd,ssh-connection) -> (user,ssh-connection) [preauth] | sshd",/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:30.518,syslog,AUTH,sshd,,user,81828,185.246.128.171,23758,Invalid user user from 185.246.128.171 port 23758 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:30.520,syslog,AUTH,sshd,,,81828,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:30.520,syslog,AUTH,sshd,,,81828,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:33.018,syslog,AUTH,sshd,,user,81828,185.246.128.171,23758,Failed password for invalid user user from 185.246.128.171 port 23758 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:33.785,syslog,AUTH,sshd,,,81828,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:35.297,syslog,AUTH,sshd,,,81871,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=125.31.2.160 user=root | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:35.360,syslog,AUTH,sshd,,user,81828,185.246.128.171,23758,Failed password for invalid user user from 185.246.128.171 port 23758 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:37.480,syslog,AUTH,sshd,,root,81871,125.31.2.160,53092,Failed password for root from 125.31.2.160 port 53092 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:38.008,syslog,AUTH,sshd,,,81828,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:39.604,syslog,AUTH,sshd,,user,81828,185.246.128.171,23758,Failed password for invalid user user from 185.246.128.171 port 23758 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:41.060,syslog,AUTH,sshd,,,81828,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:43.068,syslog,AUTH,sshd,,user,81828,185.246.128.171,23758,Failed password for invalid user user from 185.246.128.171 port 23758 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:45.251,syslog,AUTH,sshd,,,81828,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:46.808,syslog,AUTH,sshd,,user,81828,185.246.128.171,23758,Failed password for invalid user user from 185.246.128.171 port 23758 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:49.740,syslog,AUTH,sshd,,user,81828,185.246.128.171,23758,Failed password for invalid user user from 185.246.128.171 port 23758 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:49.745,syslog,AUTH,sshd,,,81828,,,error: maximum authentication attempts exceeded for invalid user user from 185.246.128.171 port 23758 ssh2 [preauth] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:49.746,syslog,AUTH,sshd,,,81828,,,Disconnecting invalid user user 185.246.128.171 port 23758: Too many authentication failures [preauth] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:49.746,syslog,AUTH,sshd,,,81828,,,PAM 4 more authentication failures logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:49.746,syslog,AUTH,sshd,,,81828,,,PAM service(sshd) ignoring max retries 5 > 3 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:53.102,syslog,AUTH,sshd,,user,82094,185.246.128.171,35975,Invalid user user from 185.246.128.171 port 35975 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:53.104,syslog,AUTH,sshd,,,82094,,,Failed none for invalid user user from 185.246.128.171 port 35975 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:53.138,syslog,AUTH,sshd,,,82094,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:53.138,syslog,AUTH,sshd,,,82094,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:55.461,syslog,AUTH,sshd,,user,82094,185.246.128.171,35975,Failed password for invalid user user from 185.246.128.171 port 35975 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:56.996,syslog,AUTH,sshd,,,82094,,,"Disconnecting invalid user user 185.246.128.171 port 35975: Change of username or service not allowed: (user,ssh-connection) -> (wuhan,ssh-connection) [preauth] | sshd",/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:58.117,syslog,AUTH,sshd,,wuhan,82169,185.246.128.171,8770,Invalid user wuhan from 185.246.128.171 port 8770 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:58.119,syslog,AUTH,sshd,,,82169,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:55:58.119,syslog,AUTH,sshd,,,82169,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:00.127,syslog,AUTH,sshd,,wuhan,82169,185.246.128.171,8770,Failed password for invalid user wuhan from 185.246.128.171 port 8770 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:02.292,syslog,AUTH,sshd,,,82169,,,"Disconnecting invalid user wuhan 185.246.128.171 port 8770: Change of username or service not allowed: (wuhan,ssh-connection) -> (prod,ssh-connection) [preauth] | sshd",/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:08.140,syslog,AUTH,sshd,,prod,82268,185.246.128.171,29758,Invalid user prod from 185.246.128.171 port 29758 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:08.142,syslog,AUTH,sshd,,,82268,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:08.142,syslog,AUTH,sshd,,,82268,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:09.522,syslog,AUTH,sshd,,prod,82268,185.246.128.171,29758,Failed password for invalid user prod from 185.246.128.171 port 29758 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:11.557,syslog,AUTH,sshd,,,82268,,,"Disconnecting invalid user prod 185.246.128.171 port 29758: Change of username or service not allowed: (prod,ssh-connection) -> (tunnel,ssh-connection) [preauth] | sshd",/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:13.571,syslog,AUTH,sshd,,tunnel,82364,185.246.128.171,25113,Invalid user tunnel from 185.246.128.171 port 25113 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:13.573,syslog,AUTH,sshd,,,82364,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:13.574,syslog,AUTH,sshd,,,82364,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:15.642,syslog,AUTH,sshd,,tunnel,82364,185.246.128.171,25113,Failed password for invalid user tunnel from 185.246.128.171 port 25113 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:17.527,syslog,AUTH,sshd,,,82364,,,"Disconnecting invalid user tunnel 185.246.128.171 port 25113: Change of username or service not allowed: (tunnel,ssh-connection) -> (admin1,ssh-connection) [preauth] | sshd",/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:19.612,syslog,AUTH,sshd,,admin1,83169,185.246.128.171,15308,Invalid user admin1 from 185.246.128.171 port 15308 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:19.614,syslog,AUTH,sshd,,,83169,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:19.614,syslog,AUTH,sshd,,,83169,,,pam_unix(sshd:auth): authentication failure logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:21.169,syslog,AUTH,sshd,,admin1,83169,185.246.128.171,15308,Failed password for invalid user admin1 from 185.246.128.171 port 15308 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:22.621,syslog,AUTH,sshd,,,83169,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:24.925,syslog,AUTH,sshd,,admin1,83169,185.246.128.171,15308,Failed password for invalid user admin1 from 185.246.128.171 port 15308 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:26.382,syslog,AUTH,sshd,,,83169,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:28.234,syslog,AUTH,sshd,,admin1,83169,185.246.128.171,15308,Failed password for invalid user admin1 from 185.246.128.171 port 15308 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:31.755,syslog,AUTH,sshd,,,83169,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:33.626,syslog,AUTH,sshd,,admin1,83169,185.246.128.171,15308,Failed password for invalid user admin1 from 185.246.128.171 port 15308 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:40.031,syslog,AUTH,sshd,,,83169,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:42.139,syslog,AUTH,sshd,,admin1,83169,185.246.128.171,15308,Failed password for invalid user admin1 from 185.246.128.171 port 15308 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:44.108,syslog,AUTH,sshd,,,83169,,,pam_unix(sshd:auth): check pass user unknown | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:45.428,syslog,AUTH,sshd,,admin1,83169,185.246.128.171,15308,Failed password for invalid user admin1 from 185.246.128.171 port 15308 ssh2 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:45.951,syslog,AUTH,sshd,,,83169,,,error: maximum authentication attempts exceeded for invalid user admin1 from 185.246.128.171 port 15308 ssh2 [preauth] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:45.952,syslog,AUTH,sshd,,,83169,,,Disconnecting invalid user admin1 185.246.128.171 port 15308: Too many authentication failures [preauth] | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:45.952,syslog,AUTH,sshd,,,83169,,,PAM 5 more authentication failures logname= uid=0 euid=0 tty=ssh ruser= rhost=185.246.128.171 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 11:56:45.952,syslog,AUTH,sshd,,,83169,,,PAM service(sshd) ignoring max retries 6 > 3 | sshd,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
